Timestamp,Machine_ID,Temperature,Vibration,Voltage,Status
2026-01-21 18:42:46.982267,M-001,54.79,10.53,216.36,Healthy
2026-01-21 18:42:56.982267,M-001,54.79,10.43,220.03,Healthy
2026-01-21 18:43:06.982267,M-001,55.93,10.17,218.27,Healthy
2026-01-21 18:43:16.982267,M-001,56.29,8.73,218.14,Healthy
2026-01-21 18:43:26.982267,M-001,55.3,10.61,219.06,Healthy
2026-01-21 18:43:36.982267,M-001,54.33,15.61,225.73,Healthy
2026-01-21 18:43:46.982267,M-001,55.39,10.39,220.33,Healthy
2026-01-21 18:43:56.982267,M-001,55.35,14.04,214.38,Healthy
2026-01-21 18:44:06.982267,M-001,54.79,11.58,228.85,Healthy
2026-01-21 18:44:16.982267,M-001,52.46,13.44,220.01,Healthy
2026-01-21 18:44:26.982267,M-001,56.46,15.03,219.92,Healthy
2026-01-21 18:44:36.982267,M-001,53.81,13.0,224.27,Healthy
2026-01-21 18:44:46.982267,M-001,56.2,11.28,212.89,Healthy
2026-01-21 18:44:56.982267,M-001,55.09,15.05,221.28,Healthy
2026-01-21 18:45:06.982267,M-001,54.93,14.55,224.56,Healthy
2026-01-21 18:45:16.982267,M-001,56.93,13.51,212.14,Healthy
2026-01-21 18:45:26.982267,M-001,54.35,11.82,228.22,Healthy
2026-01-21 18:45:36.982267,M-001,54.98,9.89,220.46,Healthy
2026-01-21 18:45:46.982267,M-001,54.97,11.57,220.98,Healthy
2026-01-21 18:45:56.982267,M-001,56.03,12.36,214.21,Healthy
2026-01-21 18:46:06.982267,M-001,55.64,12.25,212.95,Healthy
2026-01-21 18:46:16.982267,M-001,55.66,12.66,215.68,Healthy
2026-01-21 18:46:26.982267,M-001,56.02,14.62,214.26,Healthy
2026-01-21 18:46:36.982267,M-001,56.43,11.39,223.87,Healthy
2026-01-21 18:46:46.982267,M-001,55.07,13.56,222.02,Healthy
2026-01-21 18:46:56.982267,M-001,55.67,12.41,223.0,Healthy
2026-01-21 18:47:06.982267,M-001,55.58,14.41,217.25,Healthy
2026-01-21 18:47:16.982267,M-001,54.94,11.47,222.88,Healthy
2026-01-21 18:47:26.982267,M-001,55.52,12.46,211.18,Healthy
2026-01-21 18:47:36.982267,M-001,55.05,12.4,217.03,Healthy
2026-01-21 18:47:46.982267,M-001,56.16,10.0,224.96,Healthy
2026-01-21 18:47:56.982267,M-001,55.18,11.56,210.58,Healthy
2026-01-21 18:48:06.982267,M-001,55.82,11.22,221.96,Healthy
2026-01-21 18:48:16.982267,M-001,55.66,9.63,218.25,Healthy
2026-01-21 18:48:26.982267,M-001,54.94,13.68,220.42,Healthy
2026-01-21 18:48:36.982267,M-001,55.45,11.15,226.33,Healthy
2026-01-21 18:48:46.982267,M-001,54.41,12.54,211.21,Healthy
2026-01-21 18:48:56.982267,M-001,55.1,11.6,215.1,Healthy
2026-01-21 18:49:06.982267,M-001,55.6,8.57,216.85,Healthy
2026-01-21 18:49:16.982267,M-001,56.45,10.61,216.76,Healthy
2026-01-21 18:49:26.982267,M-001,55.61,10.31,214.09,Healthy
2026-01-21 18:49:36.982267,M-001,54.94,12.42,219.78,Healthy
2026-01-21 18:49:46.982267,M-001,54.13,11.61,229.4,Healthy
2026-01-21 18:49:56.982267,M-001,54.85,10.45,215.05,Healthy
2026-01-21 18:50:06.982267,M-001,55.98,11.97,213.52,Healthy
2026-01-21 18:50:16.982267,M-001,54.71,13.58,219.31,Healthy
2026-01-21 18:50:26.982267,M-001,56.58,16.38,220.62,Healthy
2026-01-21 18:50:36.982267,M-001,54.39,12.29,219.44,Healthy
2026-01-21 18:50:46.982267,M-001,54.93,12.37,218.64,Healthy
2026-01-21 18:50:56.982267,M-001,54.66,9.45,226.83,Healthy
2026-01-21 18:51:06.982267,M-001,56.15,14.41,215.62,Healthy
2026-01-21 18:51:16.982267,M-001,55.67,10.92,215.3,Healthy
2026-01-21 18:51:26.982267,M-001,55.76,10.37,218.17,Healthy
2026-01-21 18:51:36.982267,M-001,55.31,12.31,225.4,Healthy
2026-01-21 18:51:46.982267,M-001,56.47,13.51,228.57,Healthy
2026-01-21 18:51:56.982267,M-001,57.32,12.04,225.08,Healthy
2026-01-21 18:52:06.982267,M-001,55.82,11.41,213.86,Healthy
2026-01-21 18:52:16.982267,M-001,53.63,12.8,213.4,Healthy
2026-01-21 18:52:26.982267,M-001,55.74,9.33,218.7,Healthy
2026-01-21 18:52:36.982267,M-001,54.83,9.18,222.01,Healthy
2026-01-21 18:52:46.982267,M-001,55.5,13.33,221.62,Healthy
2026-01-21 18:52:56.982267,M-001,55.41,9.94,214.49,Healthy
2026-01-21 18:53:06.982267,M-001,54.88,11.78,227.9,Healthy
2026-01-21 18:53:16.982267,M-001,55.2,15.28,222.78,Healthy
2026-01-21 18:53:26.982267,M-001,54.25,12.71,212.53,Healthy
2026-01-21 18:53:36.982267,M-001,56.06,14.49,214.55,Healthy
2026-01-21 18:53:46.982267,M-001,54.94,14.08,220.66,Healthy
2026-01-21 18:53:56.982267,M-001,55.92,13.74,212.45,Healthy
2026-01-21 18:54:06.982267,M-001,54.73,10.84,226.94,Healthy
2026-01-21 18:54:16.982267,M-001,55.28,12.74,220.6,Healthy
2026-01-21 18:54:26.982267,M-001,56.38,8.1,215.47,Healthy
2026-01-21 18:54:36.982267,M-001,54.24,11.31,223.14,Healthy
2026-01-21 18:54:46.982267,M-001,54.96,13.03,226.46,Healthy
2026-01-21 18:54:56.982267,M-001,54.33,13.38,218.43,Healthy
2026-01-21 18:55:06.982267,M-001,54.7,13.69,210.07,Healthy
2026-01-21 18:55:16.982267,M-001,52.73,9.82,216.3,Healthy
2026-01-21 18:55:26.982267,M-001,54.88,11.22,219.36,Healthy
2026-01-21 18:55:36.982267,M-001,56.58,14.73,218.05,Healthy
2026-01-21 18:55:46.982267,M-001,55.81,12.75,223.99,Healthy
2026-01-21 18:55:56.982267,M-001,56.25,13.53,221.43,Healthy
2026-01-21 18:56:06.982267,M-001,55.02,14.03,220.35,Healthy
2026-01-21 18:56:16.982267,M-001,56.52,10.56,223.72,Healthy
2026-01-21 18:56:26.982267,M-001,53.54,14.85,223.07,Healthy
2026-01-21 18:56:36.982267,M-001,55.8,11.2,227.56,Healthy
2026-01-21 18:56:46.982267,M-001,53.84,12.68,216.2,Healthy
2026-01-21 18:56:56.982267,M-001,55.43,8.55,219.86,Healthy
2026-01-21 18:57:06.982267,M-001,55.4,12.44,223.56,Healthy
2026-01-21 18:57:16.982267,M-001,54.25,9.31,224.4,Healthy
2026-01-21 18:57:26.982267,M-001,55.76,14.01,216.87,Healthy
2026-01-21 18:57:36.982267,M-001,54.9,10.75,219.08,Healthy
2026-01-21 18:57:46.982267,M-001,55.13,10.62,220.79,Healthy
2026-01-21 18:57:56.982267,M-001,55.05,12.92,217.55,Healthy
2026-01-21 18:58:06.982267,M-001,55.25,11.53,220.92,Healthy
2026-01-21 18:58:16.982267,M-001,54.35,11.23,215.27,Healthy
2026-01-21 18:58:26.982267,M-001,53.41,16.41,217.35,Healthy
2026-01-21 18:58:36.982267,M-001,54.61,11.89,224.16,Healthy
2026-01-21 18:58:46.982267,M-001,56.37,12.47,218.74,Healthy
2026-01-21 18:58:56.982267,M-001,54.44,10.48,215.57,Healthy
2026-01-21 18:59:06.982267,M-001,55.4,8.73,229.05,Healthy
2026-01-21 18:59:16.982267,M-001,52.45,13.68,220.7,Healthy
2026-01-21 18:59:26.982267,M-001,56.33,15.18,220.97,Healthy
2026-01-21 18:59:36.982267,M-001,56.82,12.42,214.16,Healthy
2026-01-21 18:59:46.982267,M-001,55.33,8.52,210.9,Healthy
2026-01-21 18:59:56.982267,M-001,54.0,8.74,219.0,Healthy
2026-01-21 19:00:06.982267,M-001,54.83,9.39,210.64,Healthy
2026-01-21 19:00:16.982267,M-001,55.24,11.96,221.43,Healthy
2026-01-21 19:00:26.982267,M-001,55.27,14.26,220.74,Healthy
2026-01-21 19:00:36.982267,M-001,54.37,14.02,219.24,Healthy
2026-01-21 19:00:46.982267,M-001,55.28,8.28,208.36,Healthy
2026-01-21 19:00:56.982267,M-001,56.99,10.72,221.29,Healthy
2026-01-21 19:01:06.982267,M-001,55.32,14.11,224.48,Healthy
2026-01-21 19:01:16.982267,M-001,55.27,10.97,226.96,Healthy
2026-01-21 19:01:26.982267,M-001,55.7,11.31,223.33,Healthy
2026-01-21 19:01:36.982267,M-001,54.92,10.8,219.53,Healthy
2026-01-21 19:01:46.982267,M-001,54.27,14.39,217.72,Healthy
2026-01-21 19:01:56.982267,M-001,52.93,10.05,221.15,Healthy
2026-01-21 19:02:06.982267,M-001,56.38,10.63,210.84,Healthy
2026-01-21 19:02:16.982267,M-001,54.8,10.21,217.79,Healthy
2026-01-21 19:02:26.982267,M-001,55.34,11.2,220.52,Healthy
2026-01-21 19:02:36.982267,M-001,53.76,12.47,213.39,Healthy
2026-01-21 19:02:46.982267,M-001,57.01,11.43,228.98,Healthy
2026-01-21 19:02:56.982267,M-001,56.2,13.47,202.53,Healthy
2026-01-21 19:03:06.982267,M-001,54.85,12.56,215.9,Healthy
2026-01-21 19:03:16.982267,M-001,55.19,14.1,226.37,Healthy
2026-01-21 19:03:26.982267,M-001,53.53,9.75,209.61,Healthy
2026-01-21 19:03:36.982267,M-001,55.94,12.17,213.0,Healthy
2026-01-21 19:03:46.982267,M-001,54.54,10.85,220.46,Healthy
2026-01-21 19:03:56.982267,M-001,54.43,9.51,222.3,Healthy
2026-01-21 19:04:06.982267,M-001,58.32,14.53,223.91,Healthy
2026-01-21 19:04:16.982267,M-001,54.95,14.54,209.86,Healthy
2026-01-21 19:04:26.982267,M-001,55.78,11.07,217.03,Healthy
2026-01-21 19:04:36.982267,M-001,54.07,10.64,221.78,Healthy
2026-01-21 19:04:46.982267,M-001,54.62,14.22,226.12,Healthy
2026-01-21 19:04:56.982267,M-001,53.74,9.95,221.11,Healthy
2026-01-21 19:05:06.982267,M-001,55.87,15.99,218.14,Healthy
2026-01-21 19:05:16.982267,M-001,55.46,11.05,219.99,Healthy
2026-01-21 19:05:26.982267,M-001,53.45,13.88,216.65,Healthy
2026-01-21 19:05:36.982267,M-001,52.12,9.46,211.71,Healthy
2026-01-21 19:05:46.982267,M-001,53.06,9.86,224.94,Healthy
2026-01-21 19:05:56.982267,M-001,55.41,9.93,224.4,Healthy
2026-01-21 19:06:06.982267,M-001,54.99,14.73,217.12,Healthy
2026-01-21 19:06:16.982267,M-001,56.15,8.24,222.43,Healthy
2026-01-21 19:06:26.982267,M-001,54.37,10.43,219.44,Healthy
2026-01-21 19:06:36.982267,M-001,54.23,12.28,223.2,Healthy
2026-01-21 19:06:46.982267,M-001,55.61,14.2,225.5,Healthy
2026-01-21 19:06:56.982267,M-001,53.17,11.85,222.21,Healthy
2026-01-21 19:07:06.982267,M-001,57.29,9.49,218.41,Healthy
2026-01-21 19:07:16.982267,M-001,56.86,12.78,219.65,Healthy
2026-01-21 19:07:26.982267,M-001,54.71,14.34,216.33,Healthy
2026-01-21 19:07:36.982267,M-001,56.22,14.42,223.38,Healthy
2026-01-21 19:07:46.982267,M-001,54.48,11.55,215.0,Healthy
2026-01-21 19:07:56.982267,M-001,54.84,10.93,220.01,Healthy
2026-01-21 19:08:06.982267,M-001,54.31,10.72,222.68,Healthy
2026-01-21 19:08:16.982267,M-001,55.1,14.24,221.01,Healthy
2026-01-21 19:08:26.982267,M-001,52.89,12.37,218.62,Healthy
2026-01-21 19:08:36.982267,M-001,56.78,12.83,224.6,Healthy
2026-01-21 19:08:46.982267,M-001,56.15,12.72,212.08,Healthy
2026-01-21 19:08:56.982267,M-001,56.35,11.61,219.4,Healthy
2026-01-21 19:09:06.982267,M-001,55.99,7.76,217.13,Healthy
2026-01-21 19:09:16.982267,M-001,55.87,16.74,215.22,Healthy
2026-01-21 19:09:26.982267,M-001,54.15,8.11,217.13,Healthy
2026-01-21 19:09:36.982267,M-001,53.44,10.8,221.33,Healthy
2026-01-21 19:09:46.982267,M-001,55.75,10.57,212.72,Healthy
2026-01-21 19:09:56.982267,M-001,56.14,14.68,220.21,Healthy
2026-01-21 19:10:06.982267,M-001,55.08,12.02,220.35,Healthy
2026-01-21 19:10:16.982267,M-001,55.88,10.16,211.87,Healthy
2026-01-21 19:10:26.982267,M-001,55.12,12.05,221.3,Healthy
2026-01-21 19:10:36.982267,M-001,54.42,12.76,218.59,Healthy
2026-01-21 19:10:46.982267,M-001,55.34,8.13,216.21,Healthy
2026-01-21 19:10:56.982267,M-001,54.26,9.93,213.27,Healthy
2026-01-21 19:11:06.982267,M-001,54.6,8.87,217.34,Healthy
2026-01-21 19:11:16.982267,M-001,54.74,16.02,214.43,Healthy
2026-01-21 19:11:26.982267,M-001,55.3,13.8,214.5,Healthy
2026-01-21 19:11:36.982267,M-001,56.89,12.14,223.95,Healthy
2026-01-21 19:11:46.982267,M-001,56.52,11.15,213.85,Healthy
2026-01-21 19:11:56.982267,M-001,54.65,12.93,219.86,Healthy
2026-01-21 19:12:06.982267,M-001,53.88,14.19,215.69,Healthy
2026-01-21 19:12:16.982267,M-001,55.2,12.84,226.97,Healthy
2026-01-21 19:12:26.982267,M-001,54.92,10.52,224.88,Healthy
2026-01-21 19:12:36.982267,M-001,53.78,12.34,217.36,Healthy
2026-01-21 19:12:46.982267,M-001,53.25,7.65,222.7,Healthy
2026-01-21 19:12:56.982267,M-001,53.36,11.59,229.8,Healthy
2026-01-21 19:13:06.982267,M-001,54.65,12.22,215.35,Healthy
2026-01-21 19:13:16.982267,M-001,53.37,13.84,213.08,Healthy
2026-01-21 19:13:26.982267,M-001,54.94,9.6,221.15,Healthy
2026-01-21 19:13:36.982267,M-001,51.91,10.42,219.07,Healthy
2026-01-21 19:13:46.982267,M-001,57.27,10.72,222.74,Healthy
2026-01-21 19:13:56.982267,M-001,53.71,12.18,213.9,Healthy
2026-01-21 19:14:06.982267,M-001,55.22,8.69,224.69,Healthy
2026-01-21 19:14:16.982267,M-001,56.37,14.2,219.62,Healthy
2026-01-21 19:14:26.982267,M-001,56.86,13.19,216.76,Healthy
2026-01-21 19:14:36.982267,M-001,55.33,12.78,210.5,Healthy
2026-01-21 19:14:46.982267,M-001,54.37,13.3,209.33,Healthy
2026-01-21 19:14:56.982267,M-001,55.18,10.96,218.21,Healthy
2026-01-21 19:15:06.982267,M-001,53.36,15.6,220.38,Healthy
2026-01-21 19:15:16.982267,M-001,54.46,10.41,211.91,Healthy
2026-01-21 19:15:26.982267,M-001,54.01,9.84,214.12,Healthy
2026-01-21 19:15:36.982267,M-001,56.36,10.89,217.92,Healthy
2026-01-21 19:15:46.982267,M-001,54.3,11.46,221.12,Healthy
2026-01-21 19:15:56.982267,M-001,55.02,11.3,208.19,Healthy
2026-01-21 19:16:06.982267,M-001,54.29,7.6,218.05,Healthy
2026-01-21 19:16:16.982267,M-001,53.27,17.73,219.95,Healthy
2026-01-21 19:16:26.982267,M-001,55.62,14.36,220.84,Healthy
2026-01-21 19:16:36.982267,M-001,54.85,11.54,223.13,Healthy
2026-01-21 19:16:46.982267,M-001,56.06,10.35,216.19,Healthy
2026-01-21 19:16:56.982267,M-001,56.42,14.58,216.93,Healthy
2026-01-21 19:17:06.982267,M-001,54.48,9.91,223.28,Healthy
2026-01-21 19:17:16.982267,M-001,54.13,11.21,221.71,Healthy
2026-01-21 19:17:26.982267,M-001,54.15,11.77,218.93,Healthy
2026-01-21 19:17:36.982267,M-001,54.73,12.48,225.13,Healthy
2026-01-21 19:17:46.982267,M-001,55.55,7.73,216.18,Healthy
2026-01-21 19:17:56.982267,M-001,55.7,13.64,223.96,Healthy
2026-01-21 19:18:06.982267,M-001,54.61,14.85,224.53,Healthy
2026-01-21 19:18:16.982267,M-001,56.35,10.91,228.11,Healthy
2026-01-21 19:18:26.982267,M-001,56.14,13.59,214.69,Healthy
